0,1,2,3,4,5,6,7,8,9,10,11,12,13
Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Indian Paintbrush (Castilleja affinis),Perennial herb,"Cream, White",,"*
American Lady
Vanessa virginiensis

*
White-lined Sphinx
Hyles lineata

*
Everlasting Tebenna Moth
Tebenna gnaphaliella

*
Hellinsia phoebus

*
Scrobipalpula psilella

*
Everlasting Bud Moth
Eublemma minima","American Lady
Vanessa virginiensis","White-lined Sphinx
Hyles lineata","Everlasting Tebenna Moth
Tebenna gnaphaliella"
Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),Common Loosestrife (Lythrum californicum),"Perennial herb, Annual herb",2 ft tall,Upright,"Orange, Red, Yellow",Is a non-specific host to Leanira Checkerspot (Chlosyne leanira) and Chalcedon Checkerspot (Euphydryas chalcedona) butterflies. Also attracts many native bees.,"Leanira Checkerspot
Chlosyne leanira

Orange Tortrix Moth
Argyrotaenia franciscana

*
Common Buckeye
Junonia coenia

*
Variable Checkerspot
Euphydryas chalcedona

*
Northern Checkerspot
Chlosyne palla

*
Edith's Checkerspot
Euphydryas editha","Leanira Checkerspot
Chlosyne leanira"
Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Spike Rush (Eleocharis acicularis),Perennial herb,0.7 - 2 ft tall,Purple,,"*
White-lined Sphinx
Hyles lineata

*
Polyphemus moth
Antheraea polyphemus

*
Nevada Buckmoth
Hemileuca nevadensis

*
Glover's Silkmoth
Hyalophora gloveri","White-lined Sphinx
Hyles lineata","Polyphemus moth
Antheraea polyphemus"
Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Coast Live Oak (Quercus agrifolia var. agrifolia),Grasses,5.9 - 8.4 in tall,Upright,Moderate,White,Summer,
Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Parry Spikeweed (Centromadia parryi),Tree,"19.7 - 82 ft tall
40 ft wide","Rounded, Upright",Moderate,Evergreen,"Cream, Green","The following butterflies use Oaks as host plant: California Sister, Propertius Duskywing, Mournful Duskywing, Golden Hairstreak, and Gold-Hunter's Hairstreak."
Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Wingscale (Atriplex canescens var. canescens),Annual herb,2.3 ft tall,,"*
White-lined Sphinx
Hyles lineata

*
Spotted Straw Sun Moth
Heliothis phloxiphaga

*
Cyclophora dataria","White-lined Sphinx
Hyles lineata","Spotted Straw Sun Moth
Heliothis phloxiphaga",Cyclophora dataria
Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Menzies' Goldenbush (Isocoma menziesii var. sedoides),Shrub,2.6 - 7 ft tall,,"*
Common Sootywing
Pholisora catullus

*
Western Pygmy Blue
Brephidium exilis

*
Mohave Sootywing
Hesperopsis libya

*
San Emigdio Blue
Plebejus emigdionis

*
White-lined Sphinx
Hyles lineata

*
Western Tussock Moth
Orgyia vetusta","Common Sootywing
Pholisora catullus","Western Pygmy Blue
Brephidium exilis","Mohave Sootywing
Hesperopsis libya"
Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Large Flowered Sand Spurry (Spergularia macrotheca),Shrub,7 ft tall,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Orange Tortrix Moth
Argyrotaenia franciscana

*
Sonia vovana

*
Diastictis sperryorum

*
Snakeweed Borer
Pelochrista ridingsana

*
Dejongia californicus","White-lined Sphinx
Hyles lineata","Orange Tortrix Moth
Argyrotaenia franciscana"
Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Virgate Stephanomeria (Stephanomeria virgata),Perennial herb,"Pink, White, Lavender, Red, Brown",,"Orange Tortrix Moth
Argyrotaenia franciscana

*
White-lined Sphinx
Hyles lineata","Orange Tortrix Moth
Argyrotaenia franciscana","White-lined Sphinx
Hyles lineata",Full Sun
American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),American Vetch (Vicia americana ssp. americana),Annual herb,1.9 - 11.8 in tall,,"*
White-lined Sphinx
Hyles lineata

*
Kodiosoma fulvum

*
Cucullia eulepis

*
Schinia scarletina

*
Cucullia mcdunnoughi","White-lined Sphinx
Hyles lineata",Kodiosoma fulvum,Cucullia eulepis
Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),Coast Indian Paintbrush (Castilleja affinis ssp. affinis),"Vine, Perennial herb",,"*
Orange Sulphur
Colias eurytheme

*
Silvery Blue
Glaucopsyche lygdamus

*
Clouded Sulphur
Colias philodice

*
Queen Alexandra's Sulphur
Colias alexandra

*
Northern Cloudywing
Thorybes pylades

*
Anna's Blue
Plebejus anna","Orange Sulphur
Colias eurytheme","Silvery Blue
Glaucopsyche lygdamus","Clouded Sulphur
Colias philodice","Queen Alexandra's Sulphur
Colias alexandra"
Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),Menzies' Goldenbush (Isocoma menziesii var. menziesii),"Perennial herb, Annual herb",2 ft tall,Orange,,"*
Common Buckeye
Junonia coenia

*
Variable Checkerspot
Euphydryas chalcedona

*
Northern Checkerspot
Chlosyne palla

*
Edith's Checkerspot
Euphydryas editha

*
Leanira Checkerspot
Chlosyne leanira

*
Anicia Checkerspot
Euphydryas anicia","Common Buckeye
Junonia coenia","Variable Checkerspot
Euphydryas chalcedona"
California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),California Spineflower (Mucronea californica),Shrub,7 ft tall,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Sunflower Moth
Homoeosoma electella

*
Orange Tortrix Moth
Argyrotaenia franciscana

*
Schinia erosa

*
Sonia vovana

*
Diastictis sperryorum","White-lined Sphinx
Hyles lineata","Sunflower Moth
Homoeosoma electella"
Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Toad Rush (Juncus bufonius var. bufonius),Annual herb,0.1 - 1.6 ft tall,,"Small Blue
Philotiella speciosa

*
White-lined Sphinx
Hyles lineata","Small Blue
Philotiella speciosa","White-lined Sphinx
Hyles lineata",Full Sun
Western Tansymustard (Descurainia pinnata),Western Tansymustard (Descurainia pinnata),Western Tansymustard (Descurainia pinnata),Western Tansymustard (Descurainia pinnata),Western Tansymustard (Descurainia pinnata),Western Tansymustard (Descurainia pinnata),Western Tansymustard (Descurainia pinnata),Grasses,1 ft tall,Brown,,"*
White-lined Sphinx
Hyles lineata

*
Streaked Coleophora Moth
Coleophora cratipennella

*
Red Swordgrass Moth
Xylena nupera

*
Yellow-Collared Scape Moth
Cisseps fulvicollis

*
Javelin Moth
Bactra verutana

*
Mottled Marble
Bactra furfurana","White-lined Sphinx
Hyles lineata","Streaked Coleophora Moth
Coleophora cratipennella"
Western Marsh Cudweed (Gnaphalium palustre),Western Marsh Cudweed (Gnaphalium palustre),Western Marsh Cudweed (Gnaphalium palustre),Western Marsh Cudweed (Gnaphalium palustre),Western Marsh Cudweed (Gnaphalium palustre),Western Marsh Cudweed (Gnaphalium palustre),Western Marsh Cudweed (Gnaphalium palustre),Annual herb,Yellow,,"Sara Orangetip
Anthocharis sara

Becker's White
Pontia beckerii

Desert Orangetip
Anthocharis cethura

Pearly Marble
Euchloe hyantis

Anthocharis thoosa

*
Checkered White
Pontia protodice","Sara Orangetip
Anthocharis sara","Becker's White
Pontia beckerii","Desert Orangetip
Anthocharis cethura"
Common Goldfields (Lasthenia gracilis),Common Goldfields (Lasthenia gracilis),Common Goldfields (Lasthenia gracilis),Common Goldfields (Lasthenia gracilis),Common Goldfields (Lasthenia gracilis),Common Goldfields (Lasthenia gracilis),Common Goldfields (Lasthenia gracilis),Annual herb,11.8 in tall,Brown,,"American Lady
Vanessa virginiensis

*
White-lined Sphinx
Hyles lineata

*
Orange Tortrix Moth
Argyrotaenia franciscana

*
Egira hiemalis

*
Everlasting Tebenna Moth
Tebenna gnaphaliella

*
Hellinsia phoebus","American Lady
Vanessa virginiensis","White-lined Sphinx
Hyles lineata"
Least Pepperweed (Lepidium virginicum),Least Pepperweed (Lepidium virginicum),Least Pepperweed (Lepidium virginicum),Least Pepperweed (Lepidium virginicum),Least Pepperweed (Lepidium virginicum),Least Pepperweed (Lepidium virginicum),Least Pepperweed (Lepidium virginicum),Annual herb,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Small Heliothodes Moth
Heliothodes diminutivus","White-lined Sphinx
Hyles lineata","Small Heliothodes Moth
Heliothodes diminutivus",Carried by 1
Small Wirelettuce (Stephanomeria exigua),Small Wirelettuce (Stephanomeria exigua),Small Wirelettuce (Stephanomeria exigua),Small Wirelettuce (Stephanomeria exigua),Small Wirelettuce (Stephanomeria exigua),Small Wirelettuce (Stephanomeria exigua),Small Wirelettuce (Stephanomeria exigua),Annual herb,0.33 - 1.6 ft tall,"White, Green",,"Checkered White
Pontia protodice

Pearly Marble
Euchloe hyantis

*
Becker's White
Pontia beckerii

*
Western White
Pontia occidentalis

*
Large Marble
Euchloe ausonides

*
Desert Marble
Euchloe lotta","Checkered White
Pontia protodice","Pearly Marble
Euchloe hyantis"
Chaparral Dodder (Cuscuta californica),Chaparral Dodder (Cuscuta californica),Chaparral Dodder (Cuscuta californica),Chaparral Dodder (Cuscuta californica),Chaparral Dodder (Cuscuta californica),Chaparral Dodder (Cuscuta californica),Chaparral Dodder (Cuscuta californica),Annual herb,,"*
White-lined Sphinx
Hyles lineata

*
Kodiosoma fulvum

*
Cucullia eulepis

*
Schinia scarletina

*
Cucullia mcdunnoughi","White-lined Sphinx
Hyles lineata",Kodiosoma fulvum,Cucullia eulepis,Schinia scarletina
Cowbag Clover (Trifolium depauperatum),Cowbag Clover (Trifolium depauperatum),Cowbag Clover (Trifolium depauperatum),Cowbag Clover (Trifolium depauperatum),Cowbag Clover (Trifolium depauperatum),Cowbag Clover (Trifolium depauperatum),Cowbag Clover (Trifolium depauperatum),"Vine, Annual herb",White,,"*
The Brown Elfin
Callophrys augustinus

*
White-lined Sphinx
Hyles lineata

*
Chrysanthemum Flower Borer
Lorita scarificata","The Brown Elfin
Callophrys augustinus","White-lined Sphinx
Hyles lineata","Chrysanthemum Flower Borer
Lorita scarificata"
Neckweed (Veronica peregrina),Neckweed (Veronica peregrina),Neckweed (Veronica peregrina),Neckweed (Veronica peregrina),Neckweed (Veronica peregrina),Neckweed (Veronica peregrina),Neckweed (Veronica peregrina),Annual herb,Evergreen,"Pink, White, Purple",,"*
Gray Hairstreak
Strymon melinus

*
Orange Sulphur
Colias eurytheme

*
Southern Dogface
Zerene cesonia

*
Shasta Blue
Icaricia shasta

*
Greenish Blue
Icaricia saepiolus

*
Persius Duskywing
Erynnis persius","Gray Hairstreak
Strymon melinus","Orange Sulphur
Colias eurytheme"
Green-leaved Dune Goldenbush (Isocoma menziesii var. vernonioides),Green-leaved Dune Goldenbush (Isocoma menziesii var. vernonioides),Green-leaved Dune Goldenbush (Isocoma menziesii var. vernonioides),Green-leaved Dune Goldenbush (Isocoma menziesii var. vernonioides),Green-leaved Dune Goldenbush (Isocoma menziesii var. vernonioides),Green-leaved Dune Goldenbush (Isocoma menziesii var. vernonioides),Green-leaved Dune Goldenbush (Isocoma menziesii var. vernonioides),Annual herb,11.8 in tall,,"*
Common Buckeye
Junonia coenia

*
Variable Checkerspot
Euphydryas chalcedona

*
White-lined Sphinx
Hyles lineata

*
Verbena Bud Moth
Endothenia hebesana

*
Strawberry Crown Moth
Synanthedon bibionipennis","Common Buckeye
Junonia coenia","Variable Checkerspot
Euphydryas chalcedona","White-lined Sphinx
Hyles lineata"
Purslane Speedwell (Veronica peregrina ssp. xalapensis),Purslane Speedwell (Veronica peregrina ssp. xalapensis),Purslane Speedwell (Veronica peregrina ssp. xalapensis),Purslane Speedwell (Veronica peregrina ssp. xalapensis),Purslane Speedwell (Veronica peregrina ssp. xalapensis),Purslane Speedwell (Veronica peregrina ssp. xalapensis),Purslane Speedwell (Veronica peregrina ssp. xalapensis),Shrub,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Sunflower Moth
Homoeosoma electella

*
Orange Tortrix Moth
Argyrotaenia franciscana

*
Schinia erosa

*
Sonia vovana

*
Diastictis sperryorum","White-lined Sphinx
Hyles lineata","Sunflower Moth
Homoeosoma electella","Orange Tortrix Moth
Argyrotaenia franciscana"
Pineapple Weed (Matricaria discoidea),Pineapple Weed (Matricaria discoidea),Pineapple Weed (Matricaria discoidea),Pineapple Weed (Matricaria discoidea),Pineapple Weed (Matricaria discoidea),Pineapple Weed (Matricaria discoidea),Pineapple Weed (Matricaria discoidea),Annual herb,,"*
Common Buckeye
Junonia coenia

*
Variable Checkerspot
Euphydryas chalcedona

*
White-lined Sphinx
Hyles lineata

*
Verbena Bud Moth
Endothenia hebesana

*
Strawberry Crown Moth
Synanthedon bibionipennis","Common Buckeye
Junonia coenia","Variable Checkerspot
Euphydryas chalcedona","White-lined Sphinx
Hyles lineata","Verbena Bud Moth
Endothenia hebesana"
Horseweed (Erigeron canadensis),Horseweed (Erigeron canadensis),Horseweed (Erigeron canadensis),Horseweed (Erigeron canadensis),Horseweed (Erigeron canadensis),Horseweed (Erigeron canadensis),Horseweed (Erigeron canadensis),Annual herb,,"*
White-lined Sphinx
Hyles lineata

*
Sunflower Moth
Homoeosoma electella","White-lined Sphinx
Hyles lineata","Sunflower Moth
Homoeosoma electella","Annual Precipitation: 5.8"" - 96.8"", Summer Precipitation: 0.14"" - 3.60"", Coldest Month: 25.6"" - 56.6"", Hottest Month: 52.0"" - 80.4"", Humidity: 0.01"" - 30.60"", Elevation: -4"" - 8135""","Common Names: Disc Mayweed, Pineappleweed, Rayless Chamomile"
Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Short Woollyheads (Psilocarphus brevissimus),Annual herb,4.9 ft tall,"White, Yellow",,"*
Northern Checkerspot
Chlosyne palla

*
Gabb's Checkerspot
Chlosyne gabbii

*
Pearl Crescent
Phyciodes tharos

*
Sierra Nevada Checkerspot
Chlosyne whitneyi

*
White-lined Sphinx
Hyles lineata

*
Wavy-Lined Emerald
Synchlora aerata","Northern Checkerspot
Chlosyne palla","Gabb's Checkerspot
Chlosyne gabbii"
Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Denseflower Indian Paintbrush (Castilleja densiflora),Annual herb,1.2 in tall,,"*
White-lined Sphinx
Hyles lineata","White-lined Sphinx
Hyles lineata","Annual Precipitation: 6.6"" - 122.2"", Summer Precipitation: 0.15"" - 3.67"", Coldest Month: 27.7"" - 56.1"", Hottest Month: 56.8"" - 80.9"", Humidity: 0.39"" - 29.29"", Elevation: 4"" - 7635""","Common Names: Woolly Heads, Woolly Marbles"
Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Little Willowherb (Epilobium minutum),Annual Herb,0.33 - 1.3 ft tall,Purple,,"Variable Checkerspot
Euphydryas chalcedona

Edith's Checkerspot
Euphydryas editha

*
Common Buckeye
Junonia coenia

*
Northern Checkerspot
Chlosyne palla

*
Leanira Checkerspot
Chlosyne leanira

*
Anicia Checkerspot
Euphydryas anicia","Variable Checkerspot
Euphydryas chalcedona","Edith's Checkerspot
Euphydryas editha"
Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Procumbent Pigweed (Amaranthus blitoides),Annual herb,1.3 ft tall,"White, Purple",,"*
White-lined Sphinx
Hyles lineata

*
Black-Banded Carpet
Antepirrhoe semiatrata

*
Elegant Aristotelia Moth
Aristotelia elegantella

*
Yellow-Banded Day Sphinx
Proserpinus flavofasciata

*
Ornate Moth
Utetheisa ornatrix

*
Clark's Day Sphinx Moth
Proserpinus clarkiae","White-lined Sphinx
Hyles lineata","Black-Banded Carpet
Antepirrhoe semiatrata"
Saltmarsh Sand-spurrey (Spergularia marina),Saltmarsh Sand-spurrey (Spergularia marina),Saltmarsh Sand-spurrey (Spergularia marina),Saltmarsh Sand-spurrey (Spergularia marina),Saltmarsh Sand-spurrey (Spergularia marina),Saltmarsh Sand-spurrey (Spergularia marina),Saltmarsh Sand-spurrey (Spergularia marina),Annual herb,,"*
Common Sootywing
Pholisora catullus

*
White-lined Sphinx
Hyles lineata

*
Armyworm Moth
Mythimna unipuncta

*
Subterranean Dart
Feltia subterranea

*
Ipsilon Dart
Agrotis ipsilon

*
Corn Earworm Moth
Helicoverpa zea","Common Sootywing
Pholisora catullus","White-lined Sphinx
Hyles lineata","Armyworm Moth
Mythimna unipuncta","Subterranean Dart
Feltia subterranea"
Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Blue Toadflax (Nuttallanthus texanus),Perennial herb,"Pink, Purple",,"*
Painted Lady
Vanessa cardui

*
Mylitta Crescent
Phyciodes mylitta

*
California Crescent
Phyciodes orseis

*
White-lined Sphinx
Hyles lineata

*
Bilobed Looper Moth
Megalographa biloba

*
Sweetclover Root Borer Moth
Walshia miscecolorella","Painted Lady
Vanessa cardui","Mylitta Crescent
Phyciodes mylitta","California Crescent
Phyciodes orseis"
Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),Foothill Deervetch (Acmispon brachycarpus),"Perennial herb, Annual herb",0.33 - 2 ft tall,,"*
White-lined Sphinx
Hyles lineata

*
Scribbled Sallow
Sympistis perscripta

*
Corn Earworm Moth
Helicoverpa zea","White-lined Sphinx
Hyles lineata","Scribbled Sallow
Sympistis perscripta","Corn Earworm Moth
Helicoverpa zea"
Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Chilean Bird's-foot Trefoil (Acmispon wrangelianus),Annual Herb,0.16 - 1.3 ft tall,Yellow,,"*
Orange Sulphur
Colias eurytheme

*
Avalon Hairstreak
Strymon avalona

*
White-lined Sphinx
Hyles lineata","Orange Sulphur
Colias eurytheme","Avalon Hairstreak
Strymon avalona"
Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Seaside Fiddleneck (Amsinckia spectabilis),Annual Herb,1.9 - 11.8 in tall,Yellow,,"*
Orange Sulphur
Colias eurytheme

*
Avalon Hairstreak
Strymon avalona

*
White-lined Sphinx
Hyles lineata","Orange Sulphur
Colias eurytheme","Avalon Hairstreak
Strymon avalona"
Dwarf Woollyheads (Psilocarphus brevissimus var. brevissimus),Dwarf Woollyheads (Psilocarphus brevissimus var. brevissimus),Dwarf Woollyheads (Psilocarphus brevissimus var. brevissimus),Dwarf Woollyheads (Psilocarphus brevissimus var. brevissimus),Dwarf Woollyheads (Psilocarphus brevissimus var. brevissimus),Dwarf Woollyheads (Psilocarphus brevissimus var. brevissimus),Dwarf Woollyheads (Psilocarphus brevissimus var. brevissimus),Annual herb,0.7 - 3.9 ft tall,Yellow,,"*
Painted Lady
Vanessa cardui

*
White-lined Sphinx
Hyles lineata

*
Alfalfa Looper Moth
Autographa californica","Painted Lady
Vanessa cardui","White-lined Sphinx
Hyles lineata"
Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),Fremont's Goldfields (Lasthenia fremontii),"Annual herb, Succulent","Yellow, Purple, Red",,"*
White-lined Sphinx
Hyles lineata

*
Yellowstriped Armyworm Moth
Spodoptera ornithogalli","White-lined Sphinx
Hyles lineata","Yellowstriped Armyworm Moth
Spodoptera ornithogalli","Annual Precipitation: 9.2"" - 79.4"", Summer Precipitation: 0.17"" - 2.73"", Coldest Month: 22.2"" - 56.1"", Hottest Month: 40.8"" - 80.9"", Humidity: 0.19"" - 29.27"", Elevation: 0"" - 11840"""
Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),Coulter's Goldfields (Lasthenia glabrata ssp. coulteri),"Annual herb, Perennial herb",1.2 ft tall,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Small Heliothodes Moth
Heliothodes diminutivus","White-lined Sphinx
Hyles lineata","Small Heliothodes Moth
Heliothodes diminutivus"
California Seablite (Suaeda californica),California Seablite (Suaeda californica),California Seablite (Suaeda californica),California Seablite (Suaeda californica),California Seablite (Suaeda californica),California Seablite (Suaeda californica),California Seablite (Suaeda californica),Annual herb,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Small Heliothodes Moth
Heliothodes diminutivus","White-lined Sphinx
Hyles lineata","Small Heliothodes Moth
Heliothodes diminutivus","Annual Precipitation: 3.3"" - 29.3"", Summer Precipitation: 0.16"" - 1.99"", Coldest Month: 42.1"" - 56.6"", Hottest Month: 61.8"" - 83.3"", Humidity: 0.93"" - 35.15"", Elevation: -5"" - 4389"""
Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Grassland Tarweed (Deinandra increscens),Shrub,1 - 2.6 ft tall,,"Western Pygmy Blue
Brephidium exilis

*
White-lined Sphinx
Hyles lineata","Western Pygmy Blue
Brephidium exilis","White-lined Sphinx
Hyles lineata","Annual Precipitation: 7.0"" - 28.2"", Summer Precipitation: 0.15"" - 0.42"", Coldest Month: 46.8"" - 57.4"", Hottest Month: 62.3"" - 77.3"", Humidity: 0.91"" - 25.35"", Elevation: -1"" - 1456"""
Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Beach Suncup (Camissoniopsis cheiranthifolia ssp. suffruticosa),Annual herb,3.3 ft tall,Yellow,,"*
White-lined Sphinx
Hyles lineata","White-lined Sphinx
Hyles lineata","Annual Precipitation: 11.8"" - 46.1"", Summer Precipitation: 0.14"" - 0.39"", Coldest Month: 45.7"" - 54.6"", Hottest Month: 59.1"" - 75.1"", Humidity: 0.47"" - 22.35"", Elevation: -228"" - 3193"""
Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Salt Dodder (Cuscuta salina),Perennial herb,Yellow,,"*
White-lined Sphinx
Hyles lineata

*
Pacific Green Sphinx Moth
Proserpinus lucidus

*
Phaeton Primrose Sphinx Moth
Euproserpinus phaeton

*
Ridings' Forester Moth
Alypia ridingsii","White-lined Sphinx
Hyles lineata","Pacific Green Sphinx Moth
Proserpinus lucidus","Phaeton Primrose Sphinx Moth
Euproserpinus phaeton"
