SearchResults
Search type: State,,,,
California,,,,
Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,FIPS Code
HEMIM2,,Heuchera micrantha Douglas ex Lindl. var. micrantha,crevice alumroot,US06
HEPA9,,Heuchera parishii Rydb.,Mill Creek alumroot,US06
HEPI3,,Heuchera pilosissima Fisch. & C.A. Mey.,seaside alumroot,US06
HEPIH,,Heuchera pilosissima Fisch. & C.A. Mey. var. hemisphaerica (Rydb.) Rosend.,seaside alumroot,US06
HEPIP,,Heuchera pilosissima Fisch. & C.A. Mey. var. pilosissima,seaside alumroot,US06
HERU,,Heuchera rubescens Torr.,pink alumroot,US06
HERUA,,Heuchera rubescens Torr. var. alpicola Jeps.,pink alumroot,US06
HERUA,HERUP,"Heuchera rubescens Torr. var. pachypoda (Greene) Rosend., Butters & Lakela",,US06
HERUG,,Heuchera rubescens Torr. var. glandulosa Kellogg,pink alumroot,US06
HERUR,,"Heuchera rubescens Torr. var. rydbergiana Rosend., Butters & Lakela",pink alumroot,US06
HERUV,,Heuchera rubescens Torr. var. versicolor (Greene) M.G. Stewart,pink alumroot,US06
HERUV,HEVE2,Heuchera versicolor Greene,,US06
HERUV,HELE,Heuchera leptomeria Greene,,US06
HERUV,HELEP,"Heuchera leptomeria Greene var. peninsularis Rosend., Butters & Lakela",,US06
HERUV,HEVEL,Heuchera versicolor Greene var. leptomeria (Greene) Kearney & Peebles,,US06
HIBIS2,,Hibiscus L.,rosemallow,US06
HIDE,,Hibiscus denudatus Benth.,paleface,US06
HIDE,HIDEI,Hibiscus denudatus Benth. var. involucellatus A. Gray,,US06
HILA6,HICA7,Hibiscus californicus Kellogg,,US06
HILA6,HILAO,Hibiscus lasiocarpos Cav. var. occidentalis (Torr.) A. Gray,,US06
HILA6,HIMOL,Hibiscus moscheutos L. ssp. lasiocarpos (Cav.) O.J. Blanch.,,US06
HILA6,,Hibiscus lasiocarpos Cav.,rosemallow,US06
HILA6,HIPL2,Hibiscus platanoides Greene,,US06
HILA6,HIMOO,Hibiscus moscheutos L. var. occidentalis Torr.,,US06
HILA6,HILE4,Hibiscus leucophyllus Shiller,,US06
HITR,,Hibiscus trionum L.,flower of an hour,US06
HITR,TRTR13,"Trionum trionum (L.) Wooton & Standl., nom. inval.",,US06
HIERA,,Hieracium L.,hawkweed,US06
HIAL2,HISI,Hieracium siskiyouense M. Peck,,US06
HIAL2,,Hieracium albiflorum Hook.,white hawkweed,US06
HIAL2,CHAL16,Chlorocrepis albiflora (Hook.) W.A. Weber,,US06
HIAL2,HIHE,Hieracium helleri Gandog.,,US06
HIAR2,,Hieracium argutum Nutt.,southern hawkweed,US06
HIAR2,HIARP2,Hieracium argutum Nutt. var. parishii (A. Gray) Jeps.,,US06
HIAU,,Hieracium aurantiacum L.,orange hawkweed,US06
HIBO,,Hieracium bolanderi A. Gray,Bolander's hawkweed,US06
HICY,,Hieracium cynoglossoides Arv.-Touv.,houndstongue hawkweed,US06
HICY,HISCG,Hieracium scouleri Hook. var. griseum (Rydb.) A. Nelson,,US06
HIGR,,Hieracium gracile Hook.,slender hawkweed,US06
HIGRD,,Hieracium gracile Hook. var. detonsum (A. Gray) A. Gray,low alpine hawkweed,US06
HIGRG,CHTRG,Chlorocrepis tristis (Willd. ex Spreng.) Á. Löve & D. Löve ssp. gracilis (Hook.) W.A. Weber,,US06
HIGRG,,Hieracium gracile Hook. var. gracile,slender hawkweed,US06
HIGRG,HITRG,Hieracium triste Willd. ex Spreng. ssp. gracile (Hook.) Calder & Roy L. Taylor,,US06
HIGRG,HIGRD2,Hieracium gracile Hook. var. densifloccosum (Zahn) Cronquist,,US06
HIGRG,HITRG2,Hieracium triste Willd. ex Spreng. var. gracile (Hook.) A. Gray,,US06
HIGR2,,Hieracium greenei A. Gray,Greene's hawkweed,US06
HIHO,,Hieracium horridum Fr.,prickly hawkweed,US06
HISC2,,Hieracium scouleri Hook.,Scouler's woollyweed,US06
HISCN,,Hieracium scouleri Hook. var. nudicaule (A. Gray) Cronquist,Scouler's woollyweed,US06
HISCN,HICYN,Hieracium cynoglossoides Arv.-Touv. var. nudicaule A. Gray,,US06
HISCN,HINU,Hieracium nudicaule (A. Gray) A. Heller,,US06
HISCS2,,Hieracium scouleri Hook. var. scouleri,Scouler's woollyweed,US06
HISCS2,HIPA5,Hieracium parryi Zahn,,US06
HISCS2,HICH,Hieracium chapacanum Zahn,,US06
HIERO,,Hierochloe R. Br.,sweetgrass,US06
HIHI,,Hierochloe hirta (Schrank) Borbás,northern sweetgrass,US06
HIHIA,,Hierochloe hirta (Schrank) Borbás ssp. arctica (J. Presl) G. Weim.,northern sweetgrass,US06
HIHIA,HIODA,Hierochloe odorata (L.) P. Beauv. ssp. arctica (J. Presl) Tzvelev,,US06
HIHIA,ANHIA,Anthoxanthum hirtum (Schrank) Y. Schouten & Veldkamp ssp. arcticum (J. Presl) G. Tucker,,US06
HIOC,HIMA8,Hierochloe macrophylla Thurb. ex Bol.,,US06
HIOC,,Hierochloe occidentalis Buckley,California sweetgrass,US06
HIOC,ANOC5,Anthoxanthum occidentale (Buckley) Veldkamp,,US06
HIPPU,,Hippuris L.,mare's-tail,US06
HIVU2,,Hippuris vulgaris L.,common mare's-tail,US06
HIRSC,,Hirschfeldia Moench,hirschfeldia,US06
HIIN3,,Hirschfeldia incana (L.) Lagr.-Foss.,shortpod mustard,US06
HIIN3,BRGE,Brassica geniculata (Desf.) J. Ball,,US06
HIIN3,BRIN17,Brassica incana Ten.,,US06
HIIN3,SIIN8,Sinapis incana L.,,US06
HOFFM,,Hoffmannseggia Cav.,rushpea,US06
HOGL2,,Hoffmannseggia glauca (Ortega) Eifert,Indian rushpea,US06
HOGL2,HODEP,Hoffmannseggia densiflora Benth. var. pringlei Fisher,,US06
HOGL2,HODED,Hoffmannseggia densiflora Benth. var. demissa (A. Gray) Fisher,,US06
HOGL2,HOFA3,Hoffmannseggia falcaria Cav.,,US06
HOGL2,HODE,Hoffmannseggia densiflora Benth.,,US06
HOGL2,HODEC,Hoffmannseggia densiflora Benth. var. capitata Fisher,,US06
HOGL2,HODES,Hoffmannseggia densiflora Benth. var. stricta (Benth.) Fisher,,US06
HOMI5,CAVI8,Caesalpinia virgata Fisher,,US06
HOMI5,,Hoffmannseggia microphylla Torr.,wand holdback,US06
HOHER,,Hoheria A. Cunn.,lacebark,US06
HOPO5,,Hoheria populnea A. Cunn.,lacebark,US06
HOITA,,Hoita Rydb.,leather-root,US06
HOMA4,PSHAM2,Psoralea hallii (Rydb.) Jeps. var. media Jeps.,,US06
HOMA4,HORH,Hoita rhombifolia (Torr.) Rydb.,,US06
HOMA4,HOLO2,Hoita longiloba Rydb.,,US06
HOMA4,,Hoita macrostachya (DC.) Rydb.,large leather-root,US06
HOMA4,HOVI3,Hoita villosa Greene,,US06
HOMA4,PSDOH,Psoralea douglasii Greene var. hansenii Jeps.,,US06
HOMA4,PSDO,Psoralea douglasii Greene,,US06
HOMA4,PSMAL,Psoralea macrostachya DC. var. longiloba (Rydb.) J.F. Macbr.,,US06
HOMA4,PSMA2,Psoralea macrostachya DC.,,US06
HOMA4,PSMAR,Psoralea macrostachya DC. var. rhombifolia Torr.,,US06
HOOR,PSOR2,Psoralea orbicularis Lindl.,,US06
HOOR,,Hoita orbicularis (Lindl.) Rydb.,roundleaf leather-root,US06
HOST3,,Hoita strobilina (Hook. & Arn.) Rydb.,Loma prieta,US06
HOST3,PSST,Psoralea strobilina Hook. & Arn.,,US06
HOLCU,,Holcus L.,velvetgrass,US06
HOLA,,Holcus lanatus L.,common velvetgrass,US06
HOLA,NOLA2,Nothoholcus lanatus (L.) Nash,,US06
HOMO,,Holcus mollis L.,creeping velvetgrass,US06
HOLLI,,Hollisteria S. Watson,hollisteria,US06
HOLA2,,Hollisteria lanata S. Watson,false spikeflower,US06
HOLMG,,Holmgrenanthe Elisens,rocklady,US06
HOPE2,ASPE13,Asarina petrophila (Coville & Morton) Pennell,,US06
HOPE2,MAPE,Maurandya petrophila Coville & Morton,,US06
HOPE2,MAPE7,Maurandella petrophila (Coville & Morton) Rothm.,,US06
HOPE2,,Holmgrenanthe petrophila (Coville & Morton) Elisens,rocklady,US06
HOLOC,,Holocarpha Greene,tarweed,US06
HOHE,,Holocarpha heermannii (Greene) D.D. Keck,Heermann's tarweed,US06
HOMA,,Holocarpha macradenia (DC.) Greene,Santa Cruz tarplant,US06
HOOB,,Holocarpha obconica (J.C. Clausen & D.D. Keck) D.D. Keck,San Joaquin tarweed,US06
HOOBA,,Holocarpha obconica (J.C. Clausen & D.D. Keck) D.D. Keck ssp. autumnalis D.D. Keck,San Joaquin tarweed,US06
HOOBO,,Holocarpha obconica (J.C. Clausen & D.D. Keck) D.D. Keck ssp. obconica,San Joaquin tarweed,US06
HOVI,,Holocarpha virgata (A. Gray) D.D. Keck,yellowflower tarweed,US06
HOVIE,,Holocarpha virgata (A. Gray) D.D. Keck ssp. elongata D.D. Keck,wand tarbush,US06
HOVIV,,Holocarpha virgata (A. Gray) D.D. Keck ssp. virgata,yellowflower tarweed,US06
HOLOD,,Holodiscus (K. Koch) Maxim.,oceanspray,US06
HODI,HODIF,Holodiscus discolor (Pursh) Maxim. var. franciscanus (Rydb.) Jeps.,,US06
HODI,HODIA2,Holodiscus discolor (Pursh) Maxim. var. ariaefolius (Sm.) Asch. & Graebn.,,US06
HODI,,Holodiscus discolor (Pursh) Maxim.,oceanspray,US06
HODI,HOGL4,Holodiscus glabrescens (Greenm.) A. Heller,,US06
HODI,HODUS,Holodiscus dumosus (Nutt. ex Hook.) A. Heller ssp. saxicola (A. Heller) Abrams,,US06
HODI,HODID,Holodiscus discolor (Pursh) Maxim. var. delnortensis Ley,,US06
HODI,HOBO,Holodiscus boursieri (Carrière) Rehder,,US06
HODI,HODIF2,Holodiscus discolor (Pursh) Maxim. ssp. franciscanus (Rydb.) Roy L. Taylor & MacBryde,,US06
HODI,HOMI3,Holodiscus microphyllus Rydb.,,US06
HODI,HODIG,Holodiscus discolor (Pursh) Maxim. var. glabrescens (Greenm.) Jeps.,,US06
HODI,HODUA,Holodiscus dumosus (Nutt. ex Hook.) A. Heller var. australis (A. Heller) Ley,,US06
HODI,HODUG2,Holodiscus dumosus (Nutt. ex Hook.) A. Heller var. glabrescens (Greenm.) C.L. Hichc.,,US06
HODI,HOMIM,Holodiscus microphyllus Rydb. var. microphyllus,,US06
HODI,HOMIT,Holodiscus microphyllus Rydb. var. typicus Ley,,US06
HODI,HOMIG,Holodiscus microphyllus Rydb. var. glabrescens (Greenm.) Ley,,US06
HODI,HOMIS,Holodiscus microphyllus Rydb. var. sericeus Ley,,US06
HODI,SEDI11,Sericotheca discolor (Pursh) Rydb.,,US06
HODI,SPDI7,Spiraea discolor Pursh,,US06
HOLOS,,Holosteum L.,holosteum,US06
HOUM,,Holosteum umbellatum L.,jagged chickweed,US06
HOUM,HOUMU,Holosteum umbellatum L. ssp. umbellatum,,US06
HOLOZ,,Holozonia Greene,holozonia,US06
HOFI,,Holozonia filipes (Hook. & Arn.) Greene,whitecrown,US06
HORDE,,Hordeum L.,barley,US06
HOAR,,Hordeum arizonicum Covas,Arizona barley,US06
HOAR,CRAR12,Critesion arizonicum (Covas) Á. Löve,,US06
HOBR2,,Hordeum brachyantherum Nevski,meadow barley,US06
HOBRB2,CRBR12,Critesion brachyantherum (Nevski) Barkworth & D.R. Dewey,,US06
HOBRB2,,Hordeum brachyantherum Nevski ssp. brachyantherum,meadow barley,US06
HOBRB2,CRJUB,Critesion jubatum (L.) Nevski ssp. breviaristatum (Bowden) Á. Löve & D. Löve,,US06
HOBRB2,HOJUB2,Hordeum jubatum L. var. boreale (Scribn. & J.G. Sm.) B. Boivin,,US06
HOBRB2,HOJUB,Hordeum jubatum L. ssp. breviaristatum Bowden,,US06
HOBRB2,HOBO3,Hordeum boreale Scribn. & J.G. Sm.,,US06
HOBRB2,HONO,Hordeum nodosum L. p.p.,,US06
HOBRB2,HONOB,Hordeum nodosum L. var. boreale (Scribn. & J.G. Sm.) Hitchc.,,US06
HOBRC2,,"Hordeum brachyantherum Nevski ssp. californicum (Covas & Stebbins) Bothmer, N. Jacobsen & Seberg",California barley,US06
HOBRC2,CRCA17,Critesion californicum (Covas & Stebbins) N. Jacobsen & Seberg,,US06
HOBRC2,HOCA2,Hordeum californicum Covas & Stebbins,,US06
HOBU,,Hordeum bulbosum L.,bulbous barley,US06
HODE2,CRDE9,Critesion depressum (Scribn. & J.G. Sm.) Á. Löve,,US06
HODE2,,Hordeum depressum (Scribn. & J.G. Sm.) Rydb.,dwarf barley,US06
HOIN2,,Hordeum intercedens Nevski,bobtail barley,US06
HOJU,,Hordeum jubatum L.,foxtail barley,US06
HOJUJ,,Hordeum jubatum L. ssp. jubatum,foxtail barley,US06
HOJUJ,CRJU2,Critesion jubatum (L.) Nevski,,US06
HOMA2,,Hordeum marinum Huds.,seaside barley,US06
HOMAG,CRMAG,Critesion marinum (Huds.) Á. Löve ssp. gussoneanum (Parl.) Barkworth & D.R. Dewey,,US06
HOMAG,CRGE4,Critesion geniculatum (All.) Á. Löve,,US06
HOMAG,,Hordeum marinum Huds. ssp. gussoneanum (Parl.) Thell.,Mediterranean barley,US06
HOMAG,HOGU,Hordeum gussoneanum Parl.,,US06
HOMAG,HOGE,Hordeum geniculatum All.,,US06
HOMAG,CRHY2,Critesion hystrix (Roth) Á. Löve,,US06
HOMAG,HOHY,Hordeum hystrix Roth,,US06
HOMAM,,Hordeum marinum Huds. ssp. marinum,seaside barley,US06
HOMAM,CRMA20,Critesion marinum (Huds.) Á. Löve,,US06
HOMU,,Hordeum murinum L.,mouse barley,US06
HOMUG,CRGL13,Critesion glaucum (Steud.) Á. Löve,,US06
HOMUG,,Hordeum murinum L. ssp. glaucum (Steud.) Tzvelev,smooth barley,US06
HOMUG,HOGL,Hordeum glaucum Steud.,,US06
HOMUG,CRMUG,Critesion murinum (L.) Á. Löve ssp. glaucum (Steud.) W.A. Weber,,US06
HOMUG,HOST,Hordeum stebbinsii Covas,,US06
HOMUL,,Hordeum murinum L. ssp. leporinum (Link) Arcang.,hare barley,US06
HOMUL,CRMUL,Critesion murinum (L.) Á. Löve ssp. leporinum (Link) Á. Löve,,US06
HOMUL,HOLE,Hordeum leporinum Link,,US06
HOMUM,CRMU6,Critesion murinum (L.) Á. Löve,,US06
HOMUM,,Hordeum murinum L. ssp. murinum,wall barley,US06
HOPU,CRPU13,Critesion pusillum (Nutt.) Á. Löve,,US06
HOPU,,Hordeum pusillum Nutt.,little barley,US06
HOPU,HOPUP,Hordeum pusillum Nutt. var. pubens Hitchc.,,US06
HOVU,HODI2,Hordeum distichon L.,,US06
HOVU,,Hordeum vulgare L.,common barley,US06
HOVU,HOAE,Hordeum aegiceras Nees ex Royle,,US06
HOVU,HOIR,Hordeum irregulare Aberg & Wiebe,,US06
HOVU,HOHE3,"Hordeum hexastichum L., orth. var.",,US06
HOVU,HOSA4,Hordeum sativum Pers.,,US06
HOVU,HOHE6,Hordeum hexastichon L.,,US06
HOVU,HOVUT,Hordeum vulgare L. var. trifurcatum (Schltdl.) Alef.,,US06
HOVU,HOVUH,Hordeum vulgare L. ssp. hexastichon (L.) Bonnier & Layens,,US06
HORKE,,Horkelia Cham. & Schltdl.,horkelia,US06
HOBO2,,Horkelia bolanderi A. Gray,border horkelia,US06
HOCA3,,Horkelia californica Cham. & Schltdl.,California horkelia,US06
HOCAC,,Horkelia californica Cham. & Schltdl. ssp. californica,California horkelia,US06
HOCAC,POCA30,Potentilla californica (Cham. & Schltdl.) Greene,,US06
HOCAD,HOEL,Horkelia elata (Greene) Rydb.,,US06
HOCAD,HOGL5,Horkelia glandulosa Eastw.,,US06
HOCAD,,Horkelia californica Cham. & Schltdl. ssp. dissita (Crum) Ertter,California horkelia,US06
HOCAF2,,Horkelia californica Cham. & Schltdl. ssp. frondosa (Greene) Ertter,California horkelia,US06
HOCAF2,HOFR,Horkelia frondosa (Greene) Rydb.,,US06
HOCAF2,POFR9,Potentilla frondosa Greene,,US06
HOCL,HOBOC,Horkelia bolanderi A. Gray ssp. clevelandii (Greene) D.D. Keck,,US06
HOCL,,Horkelia clevelandii (Greene) Rydb.,Cleveland's horkelia,US06
HOCO,,Horkelia congesta Douglas ex Hook.,Sierra horkelia,US06
HOCON,,Horkelia congesta Douglas ex Hook. ssp. nemorosa D.D. Keck,Sierra horkelia,US06
HOCU,,Horkelia cuneata Lindl.,wedgeleaf horkelia,US06
HOCUC,,Horkelia cuneata Lindl. ssp. cuneata,wedgeleaf horkelia,US06
HOCUP,,Horkelia cuneata Lindl. ssp. puberula (Greene) D.D. Keck,wedgeleaf horkelia,US06
HOCUS,,Horkelia cuneata Lindl. ssp. sericea (A. Gray) D.D. Keck,wedgeleaf horkelia,US06
HOCUS,POLIS,Potentilla lindleyi Greene var. sericea (A. Gray) J.T. Howell,,US06
HODA,,Horkelia daucifolia (Greene) Rydb.,carrotleaf horkelia,US06
HODAD,,Horkelia daucifolia (Greene) Rydb. ssp. daucifolia,carrotleaf horkelia,US06
HODAL,,Horkelia daucifolia (Greene) Rydb. ssp. latior D.D. Keck,carrotleaf horkelia,US06
HOFU,,Horkelia fusca Lindl.,pinewoods horkelia,US06
HOFUC2,HOCA13,Horkelia capitata Lindl.,,US06
HOFUC2,,Horkelia fusca Lindl. ssp. capitata (Lindl.) D.D. Keck,bighead horkelia,US06
HOFUC2,HOFUC3,Horkelia fusca Lindl. var. capitata (Lindl.) Wawra,,US06
HOFUP2,,Horkelia fusca Lindl. ssp. parviflora (Nutt. ex Torr. & A. Gray) D.D. Keck,smallflower horkelia,US06
HOFUP2,HOFUP5,Horkelia fusca Lindl. var. parviflora (Nutt. ex Torr. & A. Gray) Wawra,,US06
HOFUP3,HOFUP4,Horkelia fusca Lindl. var. pseudocapitata (Rydb. ex Howell) Wawra,,US06
HOFUP3,,Horkelia fusca Lindl. ssp. pseudocapitata (Rydb. ex Howell) D.D. Keck,littlehead horkelia,US06
HOFUT,,Horkelia fusca Lindl. ssp. tenella (S. Watson) D.D. Keck,pinewoods horkelia,US06
HOHE2,,Horkelia hendersonii Howell,Henderson's horkelia,US06
HOHI,,Horkelia hispidula Rydb.,White Mountain horkelia,US06
HOMA3,,Horkelia marinensis (Elmer) Crum ex D.D. Keck,Point Reyes horkelia,US06
HOMA3,POMA20,Potentilla marinensis (Elmer) J.T. Howell,,US06
HOPA2,,Horkelia parryi Greene,Parry horkelia,US06
HORY,HOBOP,Horkelia bolanderi A. Gray ssp. parryi (S. Watson) D.D. Keck,,US06
HORY,,Horkelia rydbergii Elmer,Rydberg's horkelia,US06
HOSE,,Horkelia sericata S. Watson,silky horkelia,US06
HOTE2,POMI17,Potentilla micheneri Greene,,US06
HOTE2,,Horkelia tenuiloba (Torr.) A. Gray,Santa Rosa horkelia,US06
HOTR,,Horkelia tridentata Torr.,threetooth horkelia,US06
HOTRF,,Horkelia tridentata Torr. ssp. flavescens (Rydb.) D.D. Keck,threetooth horkelia,US06
HOTRT,,Horkelia tridentata Torr. ssp. tridentata,threetooth horkelia,US06
HOTRT,POTI,Potentilla tilingii (Regel) Greene,,US06
HOTR2,,Horkelia truncata Rydb.,Ramona horkelia,US06
HOTU,POTU2,Potentilla tularensis J.T. Howell,,US06
HOTU,,Horkelia tularensis (J.T. Howell) Munz,Kern Plateau horkelia,US06
HOWI,,Horkelia wilderae Parish,Barton Flats horkelia,US06
HOYA2,,Horkelia yadonii Ertter,Santa Lucia horkelia,US06
HORKE2,,Horkeliella Rydb.,false horkelia,US06
HOCO5,HOPUC2,Horkelia purpurascens S. Watson ssp. congdonis (Rydb.) Abrams,,US06
HOCO5,,Horkeliella congdonis (Rydb.) Rydb.,Congdon's false horkelia,US06
HOCO5,IVPUC,Ivesia purpurascens (S. Watson) D.D. Keck ssp. congdonis (Rydb.) D.D. Keck,,US06
HOPU8,IVPU,Ivesia purpurascens (S. Watson) D.D. Keck,,US06
HOPU8,,Horkeliella purpurascens (S. Watson) Rydb.,purple false horkelia,US06
HOPU8,HOPU5,Horkelia purpurascens S. Watson,,US06
HORNU,,Hornungia Rchb.,horungia,US06
HOPR4,,Hornungia procumbens (L.) Hayek,prostrate hutchinsia,US06
HOPR4,HYPR3,Hymenolobus procumbens (L.) Nutt. ex Schinz & Thell.,,US06
HOPR4,HUPR,Hutchinsia procumbens (L.) Desv.,,US06
HORSF,,Horsfordia A. Gray,velvetmallow,US06
HOAL,,Horsfordia alata (S. Watson) A. Gray,pink velvetmallow,US06
HOAL,SIAL10,Sida alata S. Watson,,US06
HONE,ABNE2,Abutilon newberryi S. Watson,,US06
HONE,,Horsfordia newberryi (S. Watson) A. Gray,Newberry's velvetmallow,US06
HOWEL3,,Howellanthus (Constance) Walden & R. Patt.,Howell's phacelia,US06
HODA2,PHDA,Phacelia dalesiana J.T. Howell,,US06
HODA2,,Howellanthus dalesianus (J.T. Howell) Walden & R.Patt.,Scott Mountain phacelia,US06
HOWEL,,Howellia A. Gray,howellia,US06
HOAQ,,Howellia aquatilis A. Gray,water howellia,US06
HOWEL2,,Howelliella Rothm.,howelliella,US06
HOOV,,Howelliella ovata (Eastw.) Rothm.,ovateleaf snapdragon,US06
HOOV,ANOV,Antirrhinum ovatum Eastw.,,US06
HULSE,,Hulsea Torr. & A. Gray,alpinegold,US06
HUAL,,Hulsea algida A. Gray,Pacific hulsea,US06
HUAL,HUCA5,Hulsea caespitosa A. Nelson & Kennedy,,US06
HUAL,HUCA3,Hulsea carnosa Rydb.,,US06
HUAL,HUNE,Hulsea nevadensis Gandog.,,US06
HUBR,,Hulsea brevifolia A. Gray,shortleaf alpinegold,US06
HUCA,,Hulsea californica Torr. & A. Gray,San Diego alpinegold,US06
HUHE,,Hulsea heterochroma A. Gray,redray alpinegold,US06
HUME,,Hulsea mexicana Rydb.,Mexican alpinegold,US06
HUNA,,Hulsea nana A. Gray,dwarf alpinegold,US06
HUNA,HULA,Hulsea larsenii (A. Gray) Rydb.,,US06
HUNA,HUNAL,Hulsea nana A. Gray var. larsenii,,US06
HUNA,HUVO,Hulsea volcanica Gandog.,,US06
HUVE,,Hulsea vestita A. Gray,pumice alpinegold,US06
HUVEC,HUCA4,Hulsea callicarpha (H.M. Hall) S. Watson ex Rydb.,,US06
HUVEC,HUVEC2,Hulsea vestita A. Gray var. callicarpha H.M. Hall,,US06
HUVEC,,Hulsea vestita A. Gray ssp. callicarpha (H.M. Hall) Wilken,pumice alpinegold,US06
HUVEG,,Hulsea vestita A. Gray ssp. gabrielensis Wilken,pumice alpinegold,US06
HUVEI,HUCAI2,Hulsea californica Torr. & A. Gray ssp. inyoensis D.D. Keck,,US06
HUVEI,,Hulsea vestita A. Gray ssp. inyoensis (D.D. Keck) Wilken,pumice alpinegold,US06
HUVEI,HUIN2,Hulsea inyoensis (D.D. Keck) Munz,,US06
HUVEP,HUPA,Hulsea parryi A. Gray,,US06
HUVEP,,Hulsea vestita A. Gray ssp. parryi (A. Gray) Wilken,Parry's alpinegold,US06
HUVEP2,,Hulsea vestita A. Gray ssp. pygmaea (A. Gray) Wilken,pygmy alpinegold,US06
HUVEP2,HUVEP3,Hulsea vestita A. Gray var. pygmaea,,US06
HUVEV,,Hulsea vestita A. Gray ssp. vestita,pumice alpinegold,US06
HUMUL,,Humulus L.,hop,US06
HULU,,Humulus lupulus L.,common hop,US06
HULUL2,,Humulus lupulus L. var. lupulus,common hop,US06
HULUN,,Humulus lupulus L. var. neomexicanus A. Nelson & Cockerell,common hop,US06
HUNNE,,Hunnemannia Sweet,hunnemannia,US06
HUFU,,Hunnemannia fumariifolia Sweet,Mexican tulip poppy,US06
HYACI2,,Hyacinthus L.,hyacinth,US06
HYOR,,Hyacinthus orientalis L.,garden hyacinth,US06
HYDRI,,Hydrilla Rich.,hydrilla,US06
HYVE3,,Hydrilla verticillata (L. f.) Royle,waterthyme,US06
HYDRO2,,Hydrocotyle L.,hydrocotyle,US06
HYMO4,,Hydrocotyle moschata G. Forst.,musky marshpennywort,US06
HYPR10,HYCA13,Hydrocotyle canbyi J.M. Coult. & Rose,,US06
HYPR10,,Hydrocotyle prolifera Kellogg,whorled marshpennywort,US06
HYPR10,HYAU2,Hydrocotyle australis J.M. Coult. & Rose,,US06
HYPR10,HYVET,Hydrocotyle verticillata Thunb. var. triradiata (A. Rich.) Fernald,,US06
HYRA,,Hydrocotyle ranunculoides L. f.,floating marshpennywort,US06
HYSI,,Hydrocotyle sibthorpioides Lam.,lawn marshpennywort,US06
HYSI,HYRO4,Hydrocotyle rotundifolia Lam.,,US06
HYUM,,Hydrocotyle umbellata L.,manyflower marshpennywort,US06
HYVE2,,Hydrocotyle verticillata Thunb.,whorled marshpennywort,US06
HYVEV,,Hydrocotyle verticillata Thunb. var. verticillata,whorled marshpennywort,US06
HYDRO4,,Hydrophyllum L.,waterleaf,US06
HYCA4,,Hydrophyllum capitatum Douglas ex Benth.,ballhead waterleaf,US06
HYCAA,,Hydrophyllum capitatum Douglas ex Benth. var. alpinum S. Watson,alpine waterleaf,US06
HYFE,,Hydrophyllum fendleri (A. Gray) A. Heller,Fendler's waterleaf,US06
HYFEA,,Hydrophyllum fendleri (A. Gray) A. Heller var. albifrons (A. Heller) J.F. Macbr.,white waterleaf,US06
HYFEA,HYCO18,Hydrophyllum congestum Wiegand,,US06
HYOC,HYOCW,Hydrophyllum occidentale (S. Watson) A. Gray var. watsonii A. Gray,,US06
HYOC,,Hydrophyllum occidentale (S. Watson) A. Gray,western waterleaf,US06
HYTE,,Hydrophyllum tenuipes A. Heller,Pacific waterleaf,US06
HYTE,HYVI8,Hydrophyllum viridulum G.N. Jones,,US06
HYMEN3,,Hymenoclea Torr. & A. Gray ex A. Gray,burrobrush,US06
HYMO,,Hymenoclea monogyra Torr. & A. Gray,singlewhorl burrobrush,US06
HYMO,AMMO6,Ambrosia monogyra (Torr. & A. Gray) Strother & B.G. Baldw.,,US06
HYSA,,Hymenoclea salsola Torr. & A. Gray,burrobrush,US06
HYSAF,,Hymenoclea salsola Torr. & A. Gray var. fasciculata (A. Nelson) K.M. Peterson & Payne,burrobrush,US06
HYSAF,AMSAF,Ambrosia salsola (Torr. & A. Gray) Strother & B.G. Baldw. var. fasciculata (A. Nelson) Strother & B.G. Baldw.,,US06
HYSAF,HYSAP2,Hymenoclea salsola Torr. & A. Gray var. patula (A. Nelson) K.M. Peterson & Payne,,US06
HYSAF,HYFA2,Hymenoclea fasciculata A. Nelson,,US06
HYSAP,AMSAP,Ambrosia salsola (Torr. & A. Gray) Strother & B.G. Baldw. var. pentalepis (Rydb.) Strother & B.G. Baldw.,,US06
HYSAP,,Hymenoclea salsola Torr. & A. Gray var. pentalepis (Rydb.) L.D. Benson,burrobrush,US06
HYSAP,HYPE4,Hymenoclea pentalepis Rydb.,,US06
HYSAS,AMSA7,Ambrosia salsola (Torr. & A. Gray) Strother & B.G. Baldw.,,US06
HYSAS,,Hymenoclea salsola Torr. & A. Gray var. salsola,burrobrush,US06
HYSAS,AMSAS2,Ambrosia salsola (Torr. & A. Gray) Strother & B.G. Baldw. var. salsola,,US06
HYMEN4,,Hymenopappus L'Hér.,hymenopappus,US06
HYFI,,Hymenopappus filifolius Hook.,fineleaf hymenopappus,US06
HYFIE,HYER,Hymenopappus eriopodus A. Nelson,,US06
HYFIE,,Hymenopappus filifolius Hook. var. eriopodus (A. Nelson) B.L. Turner,fineleaf hymenopappus,US06
HYFIL,,Hymenopappus filifolius Hook. var. lugens (Greene) Jeps.,fineleaf hymenopappus,US06
HYFIL,HYGL4,Hymenopappus gloriosus A. Heller,,US06
HYFIL,HYLU3,Hymenopappus lugens Greene,,US06
