SearchResults
Search type: State,,,,
California,,,,
Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,FIPS Code
HYFIM,,Hymenopappus filifolius Hook. var. megacephalus B.L. Turner,fineleaf hymenopappus,US06
HYFIN,,Hymenopappus filifolius Hook. var. nanus (Rydb.) B.L. Turner,fineleaf hymenopappus,US06
HYMEN6,,Hymenothrix A. Gray,thimblehead,US06
HYLO,,Hymenothrix loomisii S.F. Blake,Loomis' thimblehead,US06
HYWR,,Hymenothrix wrightii A. Gray,Wright's thimblehead,US06
HYMEN7,,Hymenoxys Cass.,rubberweed,US06
HYCO2,,Hymenoxys cooperi (A. Gray) Cockerell,Cooper's rubberweed,US06
HYCOC,ACCA13,Actinea canescens (D.C. Eaton) S.F. Blake,,US06
HYCOC,,Hymenoxys cooperi (A. Gray) Cockerell var. canescens (D.C. Eaton) K.F. Parker,Cooper's rubberweed,US06
HYCOC2,ACCO9,Actinea cooperi (A. Gray) Kuntze,,US06
HYCOC2,,Hymenoxys cooperi (A. Gray) Cockerell var. cooperi,Cooper's rubberweed,US06
HYHO,DUHO,Dugaldia hoopesii (A. Gray) Rydb.,,US06
HYHO,,Hymenoxys hoopesii (A. Gray) Bierner,owl's-claws,US06
HYHO,HEHO5,Helenium hoopesii A. Gray,,US06
HYLE,,Hymenoxys lemmonii (Greene) Cockerell,Lemmon's rubberweed,US06
HYOD,,Hymenoxys odorata DC.,bitter rubberweed,US06
HYOD,PIOD,Picradenia odorata (DC.) Britton,,US06
HYPAR,,Hyparrhenia Andersson ex Fourn.,thatching grass,US06
HYHI,,Hyparrhenia hirta (L.) Stapf,thatching grass,US06
HYHI,ANHI5,Andropogon hirtus L.,,US06
HYPER,,Hypericum L.,St. Johnswort,US06
HYAN2,,Hypericum anagalloides Cham. & Schltdl.,tinker's penny,US06
HYAN8,,Hypericum androsaemum L.,sweet-amber,US06
HYCA10,,Hypericum calycinum L.,Aaron's beard,US06
HYCA11,,Hypericum canariense L.,Canary Island St. Johnswort,US06
HYCO3,,Hypericum concinnum Benth.,goldwire,US06
HYHO2,,Hypericum hookerianum Wight & Arn.,Hooker's St. Johnswort,US06
HYMU,,Hypericum mutilum L.,dwarf St. Johnswort,US06
HYMU,HYMUP,Hypericum mutilum L. var. parviflorum (Willd.) Fernald,,US06
HYMU,HYMUL,Hypericum mutilum L. var. latisepalum Fernald,,US06
HYPE,,Hypericum perforatum L.,common St. Johnswort,US06
HYSC5,,Hypericum scouleri Hook.,Scouler's St. Johnswort,US06
HYSCS2,HYFOS,Hypericum formosum Kunth var. scouleri (Hook.) J.M. Coult.,,US06
HYSCS2,,Hypericum scouleri Hook. ssp. scouleri,Scouler's St. Johnswort,US06
HYSCS2,HYFOS2,Hypericum formosum Kunth ssp. scouleri (Hook.) C.L. Hitchc.,,US06
HYPOC,,Hypochaeris L.,cat's ear,US06
HYPOC,HYPOC4,"Hypochoeris L., orth. var.",,US06
HYGL2,,Hypochaeris glabra L.,smooth cat's ear,US06
HYRA3,,Hypochaeris radicata L.,hairy cat's ear,US06
HYPTI,,Hyptis Jacq.,bushmint,US06
HYEM,,Hyptis emoryi Torr.,desert lavender,US06
IBERI,,Iberis L.,candytuft,US06
IBUM,,Iberis umbellata L.,globe candytuft,US06
IBICE,,Ibicella Van Eselt.,yellow unicorn-plant,US06
IBLU,MALU3,Martynia lutea Lindl.,,US06
IBLU,PRLU2,Proboscidea lutea (Lindl.) Stapf.,,US06
IBLU,,Ibicella lutea (Lindl.) Van Eselt.,yellow unicorn-plant,US06
IDAHO,,Idahoa A. Nelson & J.F. Macbr.,idahoa,US06
IDSC,,Idahoa scapigera (Hook.) A. Nelson & J.F. Macbr.,oldstem idahoa,US06
ILEX,,Ilex L.,holly,US06
ILAT,,Ilex ×attenuata Ashe [cassine × opaca],topal holly,US06
ILAQ80,,Ilex aquifolium L.,English holly,US06
ILIAM,,Iliamna Greene,wild hollyhock,US06
ILBA,,Iliamna bakeri (Jeps.) Wiggins,Baker's wild hollyhock,US06
ILLA2,,Iliamna latibracteata Wiggins,California wild hollyhock,US06
ILRI,,Iliamna rivularis (Douglas ex Hook.) Greene,streambank wild hollyhock,US06
IMPAT,,Impatiens L.,touch-me-not,US06
IMBA2,,Impatiens balfourii Hook. f.,Balfour's touch-me-not,US06
IMGL,,Impatiens glandulifera Royle,ornamental jewelweed,US06
IMGL,IMRO,Impatiens roylei Walp.,,US06
IMNO,,Impatiens noli-tangere L.,western touch-me-not,US06
IMNO,IMOC,Impatiens occidentalis Rydb.,,US06
IMPER,,Imperata Cirillo,satintail,US06
IMBR2,IMHO,Imperata hookeri (Rupr. ex Andersson) Rupr. ex Hack.,,US06
IMBR2,,Imperata brevifolia Vasey,California satintail,US06
INULA,,Inula L.,yellowhead,US06
INHE,,Inula helenium L.,elecampane inula,US06
IONAC,,Ionactis Greene,aster,US06
IOAL,,Ionactis alpina (Nutt.) Greene,Lava aster,US06
IOAL,CHAL21,Chrysopsis alpina Nutt.,,US06
IOAL,ASSC3,Aster scopulorum A. Gray,,US06
IONOP3,,Ionopsidium Rchb.,ionopsidium,US06
IOAC2,,Ionopsidium acaule (Desf.) Rchb.,false diamondflower,US06
IPOMO,,Ipomoea L.,morning-glory,US06
IPAQ,,Ipomoea aquatica Forssk.,swamp morning-glory,US06
IPAQ,IPRE2,Ipomoea reptans auct.,,US06
IPCA,IPCAL,Ipomoea cairica (L.) Sweet var. lineariloba (Hillebr.) O. Deg. & van Ooststr.,,US06
IPCA,IPCAH,Ipomoea cairica (L.) Sweet var. hederacea Hallier f.,,US06
IPCA,,Ipomoea cairica (L.) Sweet,mile a minute vine,US06
IPIN,,Ipomoea indica (Burm. f.) Merr.,oceanblue morning-glory,US06
IPIN,IPCO6,Ipomoea congesta R. Br.,,US06
IPIN,IPAC,Ipomoea acuminata (Vahl) Roem. & Schult.,,US06
IPIN,IPINA,Ipomoea indica (Burm. f.) Merr. var. acuminata (Vahl) Fosberg,,US06
IPIN,IPCA9,Ipomoea cathartica Poir.,,US06
IPIN,IPMU6,Ipomoea mutabilis Lindl.,,US06
IPIN,PHCA21,Pharbitis cathartica (Poir.) Choisy,,US06
IPLA,,Ipomoea lacunosa L.,whitestar,US06
IPNI,COHE10,Convolvulus hederaceus L.,,US06
IPNI,,Ipomoea nil (L.) Roth,whiteedge morning-glory,US06
IPNI,IPHE7,Ipomoea hederacea auct. non Jacq.,,US06
IPNI,CONI6,Convolvulus nil L.,,US06
IPNI,PHNI3,Pharbitis nil (L.) Choisy,,US06
IPPU2,IPPUD,Ipomoea purpurea (L.) Roth var. diversifolia (Lindl.) O'Donell,,US06
IPPU2,PHPU13,Pharbitis purpurea (L.) Voigt,,US06
IPPU2,IPHI2,Ipomoea hirsutula Jacq. f.,,US06
IPPU2,,Ipomoea purpurea (L.) Roth,tall morning-glory,US06
IPPU2,COPU11,Convolvulus purpureus L.,,US06
IPQU,QUVU2,Quamoclit vulgaris Choisy,,US06
IPQU,QUQU,"Quamoclit quamoclit (L.) Britton, nom. inval.",,US06
IPQU,,Ipomoea quamoclit L.,cypressvine,US06
IPTR2,,Ipomoea triloba L.,littlebell,US06
IPOMO2,,Ipomopsis Michx.,ipomopsis,US06
IPAG,,Ipomopsis aggregata (Pursh) V.E. Grant,scarlet gilia,US06
IPAGA3,GIAG,Gilia aggregata (Pursh) Spreng.,,US06
IPAGA3,,Ipomopsis aggregata (Pursh) V.E. Grant ssp. aggregata,scarlet gilia,US06
IPAGA3,CAAG3,Cantua aggregata Pursh,,US06
IPAGA3,GIAGE,Gilia aggregata (Pursh) Spreng. ssp. euaggregata Brand,,US06
IPAGB,,Ipomopsis aggregata (Pursh) V.E. Grant ssp. bridgesii (A. Gray) V.E. Grant & A.D. Grant,scarlet gilia,US06
IPAGB,GIAGB,Gilia aggregata (Pursh) Spreng. var. bridgesii A. Gray,,US06
IPAGB,GIBR2,Gilia bridgesii (A. Gray) Wherry,,US06
IPAGB,IPBR2,Ipomopsis bridgesii (A. Gray) Wherry,,US06
IPAGF,,Ipomopsis aggregata (Pursh) V.E. Grant ssp. formosissima (Greene) Wherry,scarlet gilia,US06
IPAGF,GIAGF,Gilia aggregata (Pursh) Spreng. ssp. formosissima (Greene) Wherry,,US06
IPAGF,IPAGT,Ipomopsis aggregata (Pursh) V.E. Grant ssp. texana (Greene) W.C. Martin & C.R. Hutchins,,US06
IPAGF,GIAGM,Gilia aggregata (Pursh) Spreng. var. maculata M.E. Jones,,US06
IPAGF,IPAGT2,Ipomopsis aggregata (Pursh) V.E. Grant var. texana (Greene) Shinners,,US06
IPAGF,GITE7,Gilia texana (Greene) Wooton & Standl.,,US06
IPAGF,IPART,Ipomopsis arizonica (Greene) Wherry ssp. texana,,US06
IPAR2,GIAGA2,Gilia aggregata (Pursh) Spreng. var. arizonica (Greene) Fosberg,,US06
IPAR2,IPAGA,Ipomopsis aggregata (Pursh) V.E. Grant ssp. arizonica (Greene) V.E. Grant & A.D. Grant,,US06
IPAR2,,Ipomopsis arizonica (Greene) Wherry,Arizona ipomopsis,US06
IPAR2,GIAR,Gilia arizonica (Greene) Rydb.,,US06
IPAR2,CAAR28,Callisteris arizonica Greene,,US06
IPCO5,,Ipomopsis congesta (Hook.) V.E. Grant,ballhead ipomopsis,US06
IPCOC3,,Ipomopsis congesta (Hook.) V.E. Grant ssp. congesta,ballhead ipomopsis,US06
IPCOC3,GIBU,Gilia burleyana A. Nelson,,US06
IPCOC3,GICO2,Gilia congesta Hook.,,US06
IPCOC3,GICOB,Gilia congesta Hook. var. burleyana (A. Nelson) Constance & Rollins,,US06
IPCOM,GICOM,Gilia congesta Hook. var. montana (A. Nelson & Kennedy) Constance & Rollins,,US06
IPCOM,,Ipomopsis congesta (Hook.) V.E. Grant ssp. montana (A. Nelson & Kennedy) V.E. Grant,ballhead ipomopsis,US06
IPCOP,,Ipomopsis congesta (Hook.) V.E. Grant ssp. palmifrons (Brand) Day,ballhead ipomopsis,US06
IPCOP,GICOP2,Gilia congesta Hook. var. palmifrons (Brand) Cronquist,,US06
IPCOP,GICOP,Gilia congesta Hook. ssp. palmifrons Brand,,US06
IPEF,,Ipomopsis effusa (A. Gray) Moran,Baja California ipomopsis,US06
IPEF,LOEF,Loeselia effusa A. Gray,,US06
IPPO2,,Ipomopsis polycladon (Torr.) V.E. Grant,manybranched ipomopsis,US06
IPPO2,GIPO4,Gilia polycladon Torr.,,US06
IPTE3,LOTE6,Loeselia tenuifolia A. Gray,,US06
IPTE3,,Ipomopsis tenuifolia (A. Gray) V.E. Grant,slenderleaf skyrocket,US06
IPTE4,,Ipomopsis tenuituba (Rydb.) V.E. Grant,slendertube skyrocket,US06
IPTET2,IPAGT4,Ipomopsis aggregata (Pursh) V.E. Grant var. tenuituba (Rydb.) Dorn,,US06
IPTET2,,Ipomopsis tenuituba (Rydb.) V.E. Grant ssp. tenuituba,slendertube skyrocket,US06
IPTET2,GITE8,Gilia tenuituba Rydb.,,US06
IPTET2,IPAGT3,"Ipomopsis aggregata (Pursh) V.E. Grant var. tenuituba (Rydb.) Dorn, database artifact",,US06
IRIS,,Iris L.,iris,US06
IRBR,,Iris bracteata S. Watson,Siskiyou iris,US06
IRCH,,Iris chrysophylla Howell,yellowleaf iris,US06
IRCH,IRTEC,Iris tenax Douglas ex Lindl. ssp. chrysophylla (Howell) Q. Clarkson,,US06
IRDO,,Iris douglasiana Herb.,Douglas iris,US06
IRDO,IRDOO,Iris douglasiana Herb. var. oregonensis R.C. Foster,,US06
IRDO,IRDOM2,Iris douglasiana Herb. var. major Torr.,,US06
IRFE,,Iris fernaldii R.C. Foster,Fernald's iris,US06
IRFO,,Iris foetidissima L.,stinking iris,US06
IRFO,IRFO5,Iris foetida Thunb.,,US06
IRGE,,Iris germanica L.,German iris,US06
IRHA,,Iris hartwegii Baker,rainbow iris,US06
IRHAA,IRHAA2,Iris hartwegii Baker var. australis Parish,,US06
IRHAA,,Iris hartwegii Baker ssp. australis (Parish) Lenz,rainbow iris,US06
IRHAC,,Iris hartwegii Baker ssp. columbiana Lenz,rainbow iris,US06
IRHAH,,Iris hartwegii Baker ssp. hartwegii,rainbow iris,US06
IRHAP,IRPI,Iris pinetorum Eastw.,,US06
IRHAP,,Iris hartwegii Baker ssp. pinetorum (Eastw.) Lenz,rainbow iris,US06
IRIN,IRTEI,Iris tenax Douglas ex Lindl. ssp. innominata (L.F. Hend.) Q. Clarkson,,US06
IRIN,,Iris innominata L.F. Hend.,Del Norte County iris,US06
IRMA,IRCA4,Iris californica Leichtlin,,US06
IRMA,,Iris macrosiphon Torr.,bowltube iris,US06
IRMA,IRAM2,Iris amabilis Eastw.,,US06
IRMI,IRMIA,Iris missouriensis Nutt. var. arizonica (Dykes) R.C. Foster,,US06
IRMI,,Iris missouriensis Nutt.,Rocky Mountain iris,US06
IRMI,IRPA5,Iris pariensis S.L. Welsh,,US06
IRMI,IRMIP,Iris missouriensis Nutt. var. pelogonus (Goodding) R.C. Foster,,US06
IRMI,IRLO,Iris longipetala Herb.,,US06
IRMI,IRTO,Iris tolmieana Herb.,,US06
IRMU,,Iris munzii R.C. Foster,Munz's iris,US06
IROR,,Iris orientalis Mill.,yellowband iris,US06
IRPS,,Iris pseudacorus L.,paleyellow iris,US06
IRPU,,Iris purdyi Eastw.,Purdy's iris,US06
IRPU,IRLA3,Iris landsdaleana Eastw.,,US06
IRPU,IRMAP,Iris macrosiphon Torr. var. purdyi (Eastw.) Jeps.,,US06
IRSI,,Iris sibirica L.,Siberian iris,US06
IRSP80,,Iris spuria L.,seashore iris,US06
IRSPO,IROC,Iris ochroleuca L.,,US06
IRSPO,,Iris spuria L. ssp. ochroleuca (L.) Dykes,seashore iris,US06
IRTE,,Iris tenax Douglas ex Lindl.,toughleaf iris,US06
IRTEK2,,Iris tenax Douglas ex Lindl. ssp. klamathensis Lenz,Klamath iris,US06
IRTE3,,Iris tenuissima Dykes,longtube iris,US06
IRTEP,,Iris tenuissima Dykes ssp. purdyiformis (R.C. Foster) Lenz,longtube iris,US06
IRTEP,IRTEP2,Iris tenuissima Dykes var. purdyiformis R.C. Foster,,US06
IRTET2,,Iris tenuissima Dykes ssp. tenuissima,longtube iris,US06
IRTET2,IRHU,Iris humboldtiana Eastw.,,US06
IRTET2,IRCI2,Iris citrina Eastw.,,US06
IRTH,,Iris thompsonii R.C. Foster,Thompson's iris,US06
IRTH,IRTET3,Iris tenax Douglas ex Lindl. ssp. thompsonii (R.C. Foster) Q. Clarkson,,US06
ISATI,,Isatis L.,woad,US06
ISTI,,Isatis tinctoria L.,Dyer's woad,US06
ISOCO,,Isocoma Nutt.,goldenbush,US06
ISAC2,,Isocoma acradenia (Greene) Greene,alkali goldenbush,US06
ISACA2,HAAC2,Haplopappus acradenius (Greene) S.F. Blake,,US06
ISACA2,,Isocoma acradenia (Greene) Greene var. acradenia,alkali goldenbush,US06
ISACB,,Isocoma acradenia (Greene) Greene var. bracteosa (Greene) G.L. Nesom,alkali goldenbush,US06
ISACB,ISBR2,Isocoma bracteosa Greene,,US06
ISACB,HAACB,Haplopappus acradenius (Greene) S.F. Blake ssp. bracteosus (Greene) H.M. Hall,,US06
ISACE2,,Isocoma acradenia (Greene) Greene var. eremophila (Greene) G.L. Nesom,alkali goldenbush,US06
ISACE2,ISER,Isocoma eremophila Greene,,US06
ISACE2,ISACE,Isocoma acradenia (Greene) Greene ssp. eremophila (Greene) R.M. Beauch.,,US06
ISACE2,HAACE,Haplopappus acradenius (Greene) S.F. Blake ssp. eremophilus (Greene) H.M. Hall,,US06
ISAR2,HAVEA,Haplopappus venetus (Kunth) S.F. Blake var. argutus (Greene) D.D. Keck,,US06
ISAR2,,Isocoma arguta Greene,Carquinez goldenbush,US06
ISME5,,Isocoma menziesii (Hook. & Arn.) G.L. Nesom,Menzies' goldenbush,US06
ISMED,HAVEF,Haplopappus venetus (Kunth) S.F. Blake ssp. furfuraceus (Greene) H.M. Hall,,US06
ISMED,,Isocoma menziesii (Hook. & Arn.) G.L. Nesom var. decumbens (Greene) G.L. Nesom,Menzies' goldenbush,US06
ISMED,ISVEF,Isocoma veneta (Kunth) Greene var. furfuracea (Greene) R.M. Beauch.,,US06
ISMED2,,Isocoma menziesii (Hook. & Arn.) G.L. Nesom var. diabolica G.L. Nesom,Menzies' goldenbush,US06
ISMEM,,Isocoma menziesii (Hook. & Arn.) G.L. Nesom var. menziesii,Menzies' goldenbush,US06
ISMEM,ISOX,Isocoma oxyphylla Greene,,US06
ISMEM,HAVEO,Haplopappus venetus (Kunth) S.F. Blake ssp. oxyphyllus (Greene) H.M. Hall,,US06
ISMEM,ISVEO,Isocoma veneta (Kunth) Greene var. oxyphylla (Greene) R.M. Beauch.,,US06
ISMES,HAVES2,Haplopappus venetus (Kunth) S.F. Blake var. sedoides (Greene) Munz,,US06
ISMES,,Isocoma menziesii (Hook. & Arn.) G.L. Nesom var. sedoides (Greene) G.L. Nesom,Menzies' goldenbush,US06
ISMES,ISVES,Isocoma veneta (Kunth) Greene var. sedoides (Greene) Jeps.,,US06
ISMEV,HAVEV,Haplopappus venetus (Kunth) S.F. Blake ssp. vernonioides (Nutt.) H.M. Hall,,US06
ISMEV,,Isocoma menziesii (Hook. & Arn.) G.L. Nesom var. vernonioides (Nutt.) G.L. Nesom,Menzies' goldenbush,US06
ISMEV,ISVE3,Isocoma vernonioides Nutt.,,US06
ISMEV,ISVEV2,Isocoma veneta (Kunth) Greene var. vernonioides (Nutt.) Jeps.,,US06
ISOET,,Isoetes L.,quillwort,US06
ISBO,ISBOP,Isoetes bolanderi Engelm. var. pygmaea (Engelm.) Clute,,US06
ISBO,,Isoetes bolanderi Engelm.,Bolander's quillwort,US06
ISBO,ISPY2,Isoetes pygmaea Engelm.,,US06
ISHO,,Isoetes howellii Engelm.,Howell's quillwort,US06
ISNU,,Isoetes nuttallii A. Braun ex Engelm.,Nuttall's quillwort,US06
ISOC,ISLAP,Isoetes lacustris L. var. paupercula Engelm.,,US06
ISOC,,Isoetes occidentalis L.F. Hend.,western quillwort,US06
ISOC,ISFL2,Isoetes flettii (A.A. Eaton) N.E. Pfeiffer,,US06
ISOC,ISLAP2,Isoetes lacustris L. ssp. paupercula (Engelm.) J. Feilberg,,US06
ISOC,ISPA2,Isoetes paupercula (Engelm.) A.A. Eaton,,US06
ISOC,ISPI2,Isoetes piperi A.A. Eaton,,US06
ISOR,,Isoetes orcuttii A.A. Eaton,Orcutt's quillwort,US06
ISOR,ISNUO,Isoetes nuttallii A. Braun ex Engelm. var. orcuttii (A.A. Eaton) Clute,,US06
ISTE5,ISBR4,Isoetes braunii Durieu,,US06
ISTE5,ISECA2,Isoetes echinospora Durieu var. asiatica Makino,,US06
ISTE5,,Isoetes tenella Léman,spiny-spore quillwort,US06
ISTE5,ISECM,Isoetes echinospora Durieu ssp. muricata (Durieu) Á. Löve & D. Löve,,US06
ISTE5,ISEC,Isoetes echinospora Durieu,,US06
ISTE5,ISECS,Isoetes echinospora Durieu var. savilei B. Boivin,,US06
ISTE5,ISECA,Isoetes echinospora Durieu ssp. asiatica (Makino) Á. Löve,,US06
ISTE5,ISSEM,Isoetes setacea Lam. ssp. muricata (Durieu) Holub,,US06
ISTE5,ISMUB,Isoetes muricata Durieu var. braunii (Durieu) C.F. Reed,,US06
ISTE5,ISECB,Isoetes echinospora Durieu var. braunii (Durieu) Engelm.,,US06
ISTE5,ISMUH2,Isoetes muricata Durieu var. hesperia C.F. Reed,,US06
ISTE5,ISECH,Isoetes echinospora Durieu var. hesperia (C.F. Reed) Á. Löve,,US06
ISTE5,ISECM2,Isoetes echinospora Durieu var. muricata (Durieu) Engelm.,,US06
ISTE5,ISECR,Isoetes echinospora Durieu var. robusta Engelm.,,US06
ISTE5,ISMU2,Isoetes muricata Durieu,,US06
ISTE5,ISSE4,Isoetes setacea Lam. p.p.,,US06
ISOLE,,Isolepis R. Br.,bulrush,US06
ISCA6,SCCA10,"Scirpus carinatus (Hook. & Arn. ex Torr.) A. Gray, non Sm.",,US06
ISCA6,ISKO,Isolepis koilolepis Steud.,,US06
ISCA6,,Isolepis carinata Hook. & Arn. ex Torr.,keeled bulrush,US06
ISCA6,SCKO,Scirpus koilolepis (Steud.) Gleason,,US06
ISCE,SCCEC4,Scirpus cernuus Vahl var. californicus (Torr.) Beetle,,US06
ISCE,SCCEC2,Scirpus cernuus Vahl ssp. californicus (Torr.) Thorne,,US06
ISCE,,Isolepis cernua (Vahl) Roem. & Schult.,low bulrush,US06
ISCE,SCCE6,Scirpus cernuus Vahl p.p.,,US06
ISPR2,,Isolepis prolifera (Rottb.) R.Br.,proliferating bulrush,US06
ISPR2,SCPR5,Scirpus prolifer Rottb.,,US06
ISSE2,SCSE,Schoenoplectus setaceus (L.) Palla,,US06
ISSE2,,Isolepis setacea (L.) R. Br.,bristleleaf bulrush,US06
ISSE2,SCSE11,Scirpus setaceus L.,,US06
IVA,,Iva L.,marsh elder,US06
IVAX,,Iva axillaris Pursh,povertyweed,US06
IVAX,IVAXR,Iva axillaris Pursh ssp. robustior (Hook.) Bassett,,US06
IVAX,IVAXR2,Iva axillaris Pursh var. robustior Hook.,,US06
IVHA,,Iva hayesiana A. Gray,San Diego povertyweed,US06
IVESI,,Ivesia Torr. & A. Gray,mousetail,US06
IVAP,,Ivesia aperta (J.T. Howell) Munz,Sierra Valley mousetail,US06
IVAPA,POAP2,Potentilla aperta J.T. Howell,,US06
IVAPA,,Ivesia aperta (J.T. Howell) Munz var. aperta,Sierra Valley mousetail,US06
IVAPC,,Ivesia aperta (J.T. Howell) Munz var. canina Ertter,Sierra Valley mousetail,US06
IVAR,,Ivesia argyrocoma (Rydb.) Rydb.,silverhair mousetail,US06
IVAR2,,Ivesia arizonica (Eastw. ex J.T. Howell) Ertter,rock whitefeather,US06
IVARA,POOS,Potentilla osterhoutii (A. Nelson) J.T. Howell,,US06
IVARA,,Ivesia arizonica (Eastw. ex J.T. Howell) Ertter var. arizonica,Arizona whitefeather,US06
IVARA,PUOS,Purpusia osterhoutii A. Nelson,,US06
IVARA,PUAR3,Purpusia arizonica Eastw. ex J.T. Howell,,US06
IVBA,,Ivesia baileyi S. Watson,Bailey's ivesia,US06
IVBAB,POBA13,Potentilla baileyi (S. Watson) Greene,,US06
IVBAB,HOBA,Horkelia baileyi (S. Watson) Rydb.,,US06
IVBAB,,Ivesia baileyi S. Watson var. baileyi,Bailey's ivesia,US06
IVBAB,IVBAT,Ivesia baileyi S. Watson ssp. typica D.D. Keck,,US06
IVBAB2,,Ivesia baileyi S. Watson var. beneolens (A. Nelson & J.F. Macbr.) Ertter,Bailey's ivesia,US06
IVBAB2,HOBE,Horkelia beneolens A. Nelson & J.F. Macbr.,,US06
IVCA,,Ivesia callida (H.M. Hall) Rydb.,Tahquitz mousetail,US06
IVCA2,,Ivesia campestris (M.E. Jones) Rydb.,field mousetail,US06
IVGO,HOGO,Horkelia gordonii Hook.,,US06
IVGO,POGO,Potentilla gordonii (Hook.) Greene,,US06
IVGO,,Ivesia gordonii (Hook.) Torr. & A. Gray,Gordon's ivesia,US06
IVJA,,Ivesia jaegeri Munz & I.M. Johnst.,Jaeger's mousetail,US06
IVKI,IVER,Ivesia eremica (Coville) Rydb.,,US06
IVKI,POER4,Potentilla eremica Coville,,US06
IVKI,,Ivesia kingii S. Watson,King's mousetail,US06
IVKI,IVKIE,Ivesia kingii S. Watson var. eremica (Coville) Ertter,,US06
IVKI,IVKIK2,Ivesia kingii S. Watson var. kingii,,US06
IVLO,,Ivesia longibracteata Ertter,longbract mousetail,US06
IVLY,,Ivesia lycopodioides A. Gray,clubmoss mousetail,US06
IVLYL,IVLYT,Ivesia lycopodioides A. Gray ssp. typica D.D. Keck,,US06
IVLYL,,Ivesia lycopodioides A. Gray ssp. lycopodioides,clubmoss mousetail,US06
IVLYM,,Ivesia lycopodioides A. Gray ssp. megalopetala (Rydb.) D.D. Keck,clubmoss mousetail,US06
IVLYS,,Ivesia lycopodioides A. Gray ssp. scandularis (Rydb.) D.D. Keck,clubmoss mousetail,US06
IVMU,,Ivesia muirii A. Gray,granite mousetail,US06
IVPA,,Ivesia paniculata T.W. Nelson & J.P. Nelson,Ash Creek mousetail,US06
IVPA2,POPA16,Potentilla patellifera J.T. Howell,,US06
IVPA2,,Ivesia patellifera (J.T. Howell) Ertter,Kingston Mountain mousetail,US06
IVPI,,Ivesia pickeringii Torr. ex A. Gray,silky mousetail,US06
IVPY,,Ivesia pygmaea A. Gray,dwarf mousetail,US06
IVSA2,,Ivesia santolinoides A. Gray,Sierra mousetail,US06
IVSA3,POSAS,Potentilla saxosa Lemmon ex Greene ssp. sierrae Munz,,US06
IVSA3,POSA10,Potentilla saxosa Lemmon ex Greene,,US06
IVSA3,,Ivesia saxosa (Lemmon ex Greene) Ertter,rock mousetail,US06
IVSE,,Ivesia sericoleuca (Rydb.) Rydb.,Plumas mousetail,US06
IVSH,,Ivesia shockleyi S. Watson,sky mousetail,US06
IVSHS,,Ivesia shockleyi S. Watson var. shockleyi,sky mousetail,US06
IVUN,,Ivesia unguiculata A. Gray,Yosemite mousetail,US06
IVWE,,Ivesia webberi A. Gray,wire mousetail,US06
IXIA,,Ixia L.,African cornlily,US06
IXCA,,Ixia campanulata Houtt.,belllflower African cornlily,US06
IXCA,IXSP2,Ixia speciosa Andrews,,US06
IXMA,,Ixia maculata L.,spotted African cornlily,US06
IXPO,,Ixia polystachya L.,white-and-yellow-flower cornlily,US06
JAMES,,Jamesia Torr. & A. Gray,cliffbush,US06
JAAM,,Jamesia americana Torr. & A. Gray,fivepetal cliffbush,US06
JAAMR,,Jamesia americana Torr. & A. Gray var. rosea J.A. Purpus ex C.K. Schneid.,fivepetal cliffbush,US06
JAAMR,EDCA,Edwinia californica Small,,US06
JAAMR,JAAMC,Jamesia americana Torr. & A. Gray var. californica (Small) Jeps.,,US06
JAAMR,JAAMC2,Jamesia americana Torr. & A. Gray ssp. californica (Small) A.E. Murray,,US06
JARAV,,Jarava Ruiz & Pav.,rice grass,US06
JAPL,ACPA12,Achnatherum papposum (Nees) Barkworth,,US06
JAPL,,Jarava plumosa (Spreng.) S.L.W. Jacobs & J. Everett,South American rice grass,US06
JAPL,STPA18,"Stipa papposa Nees, nom. illeg.",,US06
JAUME,,Jaumea Pers.,jaumea,US06
JACA4,,Jaumea carnosa (Less.) A. Gray,marsh jaumea,US06
JENSI,,Jensia B.G. Baldw.,tarweed,US06
JERA,,Jensia rammii (Greene) B.G. Baldw.,Ramm's madia,US06
JERA,MARA2,Madia rammii Greene,,US06
JEYO,,Jensia yosemitana (Parry ex A. Gray) B.G. Baldw.,Yosemite tarweed,US06
JEYO,MAYO,Madia yosemitana Parry ex A. Gray,,US06
JEPSO,,Jepsonia Small,jepsonia,US06
JEHE,,Jepsonia heterandra Eastw.,foothill jepsonia,US06
JEMA,,Jepsonia malvifolia (Greene) Small,island jepsonia,US06
JEPA,,Jepsonia parryi (Torr.) Small,Parry's jepsonia,US06
JOHAN,,Johanneshowellia Reveal,Howell's buckwheat,US06
JOPU,ERPUV,Eriogonum puberulum S. Watson var. venosum S. Stokes,,US06
JOPU,,Johanneshowellia puberula (S. Watson) Reveal,Red Creek buckwheat,US06
JOPU,ERPU5,Eriogonum puberulum S. Watson,,US06
JUGLA,,Juglans L.,walnut,US06
JUCA,JUCAC5,Juglans californica S. Watson var. californica,,US06
JUCA,JUCAQ,Juglans californica S. Watson var. quercina Babc.,,US06
JUCA,JUCAQ2,Juglans californica S. Watson f. quercina (Babc.) Rehder,,US06
JUCA,,Juglans californica S. Watson,Southern California walnut,US06
JUCA,JUQU2,Juglans ×quercifolia N.B. Pierce,,US06
